tweet_id,dog_rating,rating_denominator,name,year,month,day,hour,stage,p1,p1_conf,p1_dog,p2,p2_conf,p2_dog,p3,p3_conf,p3_dog,favorite_count,retweet_count
879862464715927552,13,10,Romeo,2017,6,28,0,None,Basset,0.813507,True,Beagle,0.146654,True,Cocker Spaniel,0.00948502,True,21806,3397
879492040517615616,12,10,Bailey,2017,6,27,0,None,German Short-Haired Pointer,0.479896,True,Vizsla,0.124353,True,Bath Towel,0.0733202,False,22868,3091
879415818425184262,13,10,Duddles,2017,6,26,19,None,English Springer,0.383404,True,Boston Bull,0.134967,True,Cardigan,0.110481,True,103266,43079
879376492567855104,12,10,Jack,2017,6,26,16,None,Tricycle,0.663601,False,Labrador Retriever,0.0334961,True,Pembroke,0.0188266,True,16393,3024
879050749262655488,11,10,Steven,2017,6,25,18,None,Tabby,0.311861,False,Window Screen,0.169123,False,Egyptian Cat,0.132932,False,22008,4577
879008229531029506,13,10,Beau,2017,6,25,16,None,Vizsla,0.960513,True,Miniature Pinscher,0.00943065,True,American Staffordshire Terrier,0.0087113,True,18532,2619
878776093423087618,13,10,Snoopy,2017,6,25,0,Puppo,Italian Greyhound,0.734684,True,Whippet,0.15048699999999998,True,Ibizan Hound,0.0397246,True,18957,4011
878281511006478336,13,10,Shadow,2017,6,23,16,None,Basset,0.32042,True,Collie,0.215975,True,Appenzeller,0.12850699999999998,True,7557,1252
878057613040115712,14,10,Emmy,2017,6,23,1,None,French Bulldog,0.839097,True,Boston Bull,0.07879939999999999,True,Toy Terrier,0.0152434,True,41043,6623
877736472329191424,13,10,Aja,2017,6,22,3,None,Chesapeake Bay Retriever,0.8379559999999999,True,Labrador Retriever,0.0620342,True,Weimaraner,0.0405991,True,77835,18577
877556246731214848,12,10,Penny,2017,6,21,15,None,Basset,0.995368,True,Welsh Springer Spaniel,0.00193621,True,Bathtub,0.000467919,False,22195,3700
877316821321428993,13,10,Dante,2017,6,21,0,None,Saluki,0.5099670000000001,True,Italian Greyhound,0.0904973,True,Golden Retriever,0.0794058,True,26755,5052
877201837425926144,12,10,Nelly,2017,6,20,16,None,Pembroke,0.93112,True,Cardigan,0.0686982,True,Basenji,8.17379e-05,True,26484,5435
876838120628539392,12,10,Ginger,2017,6,19,16,Pupper,Bloodhound,0.575751,True,Redbone,0.24097,True,Tibetan Mastiff,0.08893480000000001,True,20212,3252
876484053909872640,13,10,Benedict,2017,6,18,16,None,Golden Retriever,0.874566,True,Irish Terrier,0.0373542,True,Chow,0.016723599999999998,True,18329,2331
876120275196170240,13,10,Venti,2017,6,17,16,None,Bernese Mountain Dog,0.534327,True,Saint Bernard,0.346312,True,Greater Swiss Mountain Dog,0.0949327,True,27297,4563
875747767867523072,13,10,Goose,2017,6,16,16,None,Labrador Retriever,0.799551,True,Chesapeake Bay Retriever,0.179975,True,Vizsla,0.0046176,True,24622,4182
875144289856114688,13,10,Nugget,2017,6,15,0,None,Siberian Husky,0.245048,True,Pembroke,0.223716,True,Dingo,0.160753,False,21447,4818
875021211251597312,12,10,None,2017,6,14,16,None,West Highland White Terrier,0.7143189999999999,True,Siberian Husky,0.0919133,True,Great Pyrenees,0.0460382,True,24907,4608
874680097055178752,12,10,Cash,2017,6,13,17,None,Labrador Retriever,0.836052,True,Staffordshire Bullterrier,0.0470691,True,Beagle,0.0360071,True,27213,4534
874296783580663808,13,10,Jed,2017,6,12,16,Pupper,Cocker Spaniel,0.437216,True,Miniature Poodle,0.277191,True,Toy Poodle,0.157402,True,25493,4015
874057562936811520,12,10,None,2017,6,12,0,None,Flat-Coated Retriever,0.8321770000000001,True,Black-And-Tan Coonhound,0.040436900000000005,True,Newfoundland,0.0282283,True,22211,3865
874012996292530176,13,10,Sebastian,2017,6,11,21,Puppo,Cardigan,0.806674,True,Pembroke,0.116622,True,Kelpie,0.0491819,True,33783,10170
873580283840344065,13,10,None,2017,6,10,16,None,Newfoundland,0.678537,True,Tibetan Mastiff,0.244022,True,Chow,0.0485295,True,23701,3849
873213775632977920,12,10,Sierra,2017,6,9,16,Pupper,Vizsla,0.6197819999999999,True,Bloodhound,0.338069,True,Chesapeake Bay Retriever,0.0126763,True,7085,1550
872967104147763200,12,10,None,2017,6,9,0,Doggo,Labrador Retriever,0.476913,True,Chesapeake Bay Retriever,0.174145,True,German Short-Haired Pointer,0.0928614,True,26764,5302
872820683541237760,13,10,None,2017,6,8,14,None,Pug,0.99912,True,French Bulldog,0.00055192,True,Bull Mastiff,7.28904e-05,True,14433,3622
872620804844003328,13,10,Monkey,2017,6,8,1,None,Cocker Spaniel,0.513191,True,Sussex Spaniel,0.159088,True,Standard Poodle,0.149509,True,20365,3623
872486979161796608,12,10,None,2017,6,7,16,None,Pembroke,0.931861,True,Cardigan,0.0377212,True,Chihuahua,0.0119667,True,39890,8850
872122724285648897,12,10,Kody,2017,6,6,16,None,Basketball,0.808396,False,Pug,0.06673630000000001,True,Dalmatian,0.0545698,True,33729,7980
871879754684805121,13,10,Lassie,2017,6,6,0,None,Shetland Sheepdog,0.969171,True,Collie,0.0182607,True,Pomeranian,0.00851534,True,37192,10950
871762521631449091,12,10,Rover,2017,6,5,16,Pupper,Labrador Retriever,0.921393,True,Golden Retriever,0.064608,True,Bloodhound,0.00338337,True,19888,3417
871515927908634625,12,10,Napolean,2017,6,4,23,Doggo,Komondor,0.974781,True,Briard,0.0200413,True,Swab,0.00322824,False,19839,3400
871032628920680449,13,10,Boomer,2017,6,3,15,None,Kelpie,0.3980530000000001,True,Macaque,0.0689549,False,Dingo,0.0506018,False,22291,3760
870804317367881728,11,10,None,2017,6,3,0,None,Home Theater,0.16829000000000002,False,Sandbar,0.0980404,False,Television,0.07972939999999999,False,33060,6111
870656317836468226,13,10,Cody,2017,6,2,15,None,Pembroke,0.945495,True,Cardigan,0.0458755,True,Beagle,0.00432943,True,12206,2603
870374049280663552,13,10,Zoey,2017,6,1,20,None,Golden Retriever,0.841001,True,Great Pyrenees,0.0992784,True,Labrador Retriever,0.0326213,True,81411,25875
870308999962521604,13,10,Rumble,2017,6,1,16,None,Greater Swiss Mountain Dog,0.6227520000000001,True,Appenzeller,0.15846300000000002,True,Entlebucher,0.148115,True,21499,4101
870063196459192321,14,10,Clifford,2017,5,31,23,None,Comic Book,0.534409,False,Envelope,0.280722,False,Book Jacket,0.043785500000000005,False,36065,8232
869772420881756160,13,10,Dewey,2017,5,31,4,None,Pembroke,0.980148,True,Cardigan,0.0192711,True,Malamute,0.00013626,True,41787,9917
869702957897576449,13,10,Stanley,2017,5,30,23,None,Pembroke,0.993449,True,Cardigan,0.00632508,True,Chihuahua,0.000177598,True,27823,6272
869596645499047938,12,10,Scout,2017,5,30,16,Doggo,Chihuahua,0.955156,True,Toy Terrier,0.00805373,True,Muzzle,0.00629563,False,15758,3105
869227993411051520,13,10,Gizmo,2017,5,29,16,None,Pembroke,0.664181,True,Chihuahua,0.169234,True,Cardigan,0.1327,True,20179,3754
868880397819494401,14,10,Walter,2017,5,28,17,None,Laptop,0.153718,False,French Bulldog,0.0999839,True,Printer,0.0771299,False,64711,14323
868622495443632128,13,10,None,2017,5,28,0,None,Labrador Retriever,0.868107,True,Great Pyrenees,0.060973,True,Saint Bernard,0.0334889,True,26382,5250
868552278524837888,12,10,Cooper,2017,5,27,19,None,Whippet,0.378151,True,Italian Greyhound,0.275935,True,American Staffordshire Terrier,0.0949906,True,9999,2075
867900495410671616,12,10,None,2017,5,26,0,None,Labrador Retriever,0.522644,True,Kuvasz,0.332461,True,Dalmatian,0.0320081,True,23900,4146
867774946302451713,13,10,Harold,2017,5,25,16,None,Border Collie,0.661953,True,Cardigan,0.175718,True,Collie,0.0871424,True,33577,7286
867421006826221569,12,10,Shikha,2017,5,24,16,Puppo,Eskimo Dog,0.6164569999999999,True,Siberian Husky,0.38133,True,Malamute,0.00167022,True,15938,2483
867051520902168576,13,10,None,2017,5,23,16,None,Samoyed,0.471403,True,Pekinese,0.302219,True,Pomeranian,0.156606,True,31906,7815
866686824827068416,12,10,Lili,2017,5,22,16,None,Flat-Coated Retriever,0.51473,True,Groenendael,0.30640700000000004,True,Curly-Coated Retriever,0.0613141,True,19100,3459
866450705531457537,13,10,Jamesy,2017,5,22,0,Pupper,French Bulldog,0.905334,True,Boston Bull,0.0780597,True,Pug,0.00177092,True,121063,35132
866334964761202691,12,10,Coco,2017,5,21,16,None,Samoyed,0.984086,True,Pomeranian,0.00791928,True,Keeshond,0.00332813,True,52054,14367
865718153858494464,13,10,Boomer,2017,5,19,23,None,Golden Retriever,0.673664,True,Kuvasz,0.157523,True,Labrador Retriever,0.126073,True,25426,5599
865359393868664832,13,10,Sammy,2017,5,19,0,None,Chesapeake Bay Retriever,0.832435,True,Labrador Retriever,0.163551,True,Weimaraner,0.00277025,True,26255,4986
865006731092295680,13,10,Nelly,2017,5,18,0,None,Pembroke,0.989882,True,Cardigan,0.00990646,True,Basenji,0.000134952,True,27793,7668
864873206498414592,14,10,None,2017,5,17,16,None,Pole,0.478616,False,Lakeside,0.114182,False,Wreck,0.0559265,False,32058,8691
864279568663928832,12,10,Meatball,2017,5,16,0,None,Bull Mastiff,0.668613,True,French Bulldog,0.180562,True,Staffordshire Bullterrier,0.0522374,True,14531,3022
864197398364647424,13,10,Paisley,2017,5,15,19,None,Golden Retriever,0.945905,True,Labrador Retriever,0.0212636,True,Tibetan Mastiff,0.0204928,True,29942,8916
863907417377173506,13,10,Albus,2017,5,15,0,None,Marmot,0.35882800000000004,False,Meerkat,0.174703,False,Weasel,0.123485,False,20486,4132
863553081350529029,13,10,Neptune,2017,5,14,0,None,Eskimo Dog,0.41333,True,Malamute,0.347646,True,Siberian Husky,0.149536,True,15220,4178
863432100342583297,12,10,Belle,2017,5,13,16,None,Staffordshire Bullterrier,0.690517,True,French Bulldog,0.10336,True,Beagle,0.07948939999999999,True,23689,5241
863079547188785154,14,10,None,2017,5,12,17,None,Lakeland Terrier,0.275242,True,Airedale,0.190569,True,Teddy,0.102595,False,8731,1106
863062471531167744,13,10,Quinn,2017,5,12,16,None,French Bulldog,0.935804,True,Pug,0.0595762,True,Boxer,0.00141218,True,8481,2444
862831371563274240,13,10,Zooey,2017,5,12,0,None,Australian Terrier,0.207281,True,Irish Terrier,0.156296,True,German Shepherd,0.123536,True,19083,5109
862722525377298433,11,10,Dave,2017,5,11,17,None,Basset,0.39333,True,Beagle,0.24203400000000005,True,Boxer,0.0776925,True,16996,3532
862457590147678208,13,10,Jersey,2017,5,11,0,None,Home Theater,0.496348,False,Studio Couch,0.167256,False,Barber Chair,0.052625,False,20433,4974
862096992088072192,13,10,None,2017,5,10,0,None,Chow,0.677589,True,Pomeranian,0.270648,True,Pekinese,0.0381099,True,74211,23349
861383897657036800,13,10,Hobbes,2017,5,8,0,None,Cardigan,0.771008,True,Pembroke,0.137174,True,French Bulldog,0.0633086,True,36005,10745
861288531465048066,13,10,None,2017,5,7,18,None,Syringe,0.14471199999999998,False,Oxygen Mask,0.106684,False,Bouvier Des Flandres,0.0826102,True,17145,4176
861005113778896900,12,10,Burt,2017,5,6,23,None,German Shepherd,0.507951,True,Pembroke,0.136113,True,Muzzle,0.07576419999999999,False,16675,3817
860563773140209665,13,10,Lorenzo,2017,5,5,18,None,Cardigan,0.583936,True,Pembroke,0.0559794,True,Beagle,0.0458957,True,7506,2172
860524505164394496,13,10,Carl,2017,5,5,16,None,Bedlington Terrier,0.286558,True,Toy Poodle,0.235193,True,Lakeland Terrier,0.08795069999999999,True,23590,5318
860276583193509888,12,10,Jordy,2017,5,4,23,None,Lakeside,0.312299,False,Dock,0.159842,False,Canoe,0.07079450000000001,False,18291,3499
860184849394610176,14,10,None,2017,5,4,17,None,Chimpanzee,0.267612,False,Gorilla,0.104293,False,Orangutan,0.0599075,False,16677,5898
859924526012018688,12,10,Milky,2017,5,4,0,None,French Bulldog,0.254587,True,Staffordshire Bullterrier,0.192558,True,Hog,0.10027,False,19547,4112
859851578198683649,13,10,Trooper,2017,5,3,19,None,Labrador Retriever,0.899086,True,Golden Retriever,0.0470908,True,Kuvasz,0.0232063,True,15415,3540
859607811541651456,13,10,None,2017,5,3,3,Puppo,Golden Retriever,0.8955290000000001,True,Irish Setter,0.0240993,True,Labrador Retriever,0.0192854,True,18611,1587
859196978902773760,12,10,None,2017,5,2,0,None,Angora,0.224218,False,Malamute,0.216163,True,Persian Cat,0.128383,False,90038,30478
859074603037188101,13,10,None,2017,5,1,15,None,Revolver,0.190292,False,Projectile,0.149064,False,Fountain,0.0660466,False,33940,13749
858843525470990336,13,10,None,2017,5,1,0,Doggo,Golden Retriever,0.57812,True,Labrador Retriever,0.286059,True,Bloodhound,0.0269173,True,15578,3521
858471635011153920,13,10,Sophie,2017,4,30,0,None,Pembroke,0.987407,True,Cardigan,0.00872303,True,Basenji,0.00342373,True,21564,4898
858107933456039936,12,10,Wyatt,2017,4,28,23,None,Golden Retriever,0.863874,True,Labrador Retriever,0.01592,True,Doormat,0.0106153,False,15772,2936
857989990357356544,12,10,Rosie,2017,4,28,16,None,French Bulldog,0.43258,True,English Springer,0.325898,True,Lakeland Terrier,0.0426179,True,16194,2615
857746408056729600,13,10,Thor,2017,4,28,0,None,Labrador Retriever,0.919832,True,Beagle,0.043513,True,Golden Retriever,0.0233588,True,34401,10795
857393404942143489,13,10,None,2017,4,27,0,None,Malamute,0.8415969999999999,True,Siberian Husky,0.0736435,True,Eskimo Dog,0.0721286,True,5933,1667
857263160327368704,13,10,Oscar,2017,4,26,16,None,Samoyed,0.998021,True,Pomeranian,0.000921636,True,Keeshond,0.000311261,True,20109,4581
857029823797047296,12,10,Zeke,2017,4,26,0,None,Golden Retriever,0.968623,True,Labrador Retriever,0.0103252,True,Saluki,0.00414842,True,19031,4074
856543823941562368,12,10,Callie,2017,4,24,16,None,Boston Bull,0.30691,True,Siamese Cat,0.191218,False,Chihuahua,0.189288,True,16366,2930
856526610513747968,14,10,None,2017,4,24,15,None,Old English Sheepdog,0.798481,True,Tibetan Terrier,0.0606024,True,Standard Poodle,0.0407219,True,11929,1920
856282028240666624,14,10,Cermet,2017,4,23,23,None,Chihuahua,0.8765430000000001,True,Italian Greyhound,0.032961800000000006,True,Cardigan,0.0207759,True,27937,6449
855851453814013952,13,10,None,2017,4,22,18,"Doggo, Puppo",Flat-Coated Retriever,0.321676,True,Labrador Retriever,0.115138,True,Groenendael,0.0960997,True,45895,18121
855459453768019968,12,10,None,2017,4,21,16,None,Blenheim Spaniel,0.389513,True,Pekinese,0.18822,True,Japanese Spaniel,0.0826282,True,30205,8397
854732716440526848,12,10,Marlee,2017,4,19,16,None,Pembroke,0.6955479999999999,True,Cardigan,0.0589017,True,Chow,0.0284106,True,23094,6257
854482394044301312,13,10,Arya,2017,4,18,23,None,Chihuahua,0.26024200000000003,True,Toy Poodle,0.189158,True,Labrador Retriever,0.14419500000000002,True,29658,7054
854365224396361728,13,10,Einstein,2017,4,18,16,None,Pembroke,0.90708,True,Cardigan,0.086272,True,Chihuahua,0.00141323,True,19133,4816
854120357044912130,14,10,None,2017,4,17,23,Pupper,Black-And-Tan Coonhound,0.8548610000000001,True,Doberman,0.0507918,True,Bluetick,0.0217617,True,32408,7692
854010172552949760,11,10,None,2017,4,17,16,"Doggo, Floofer",English Springer,0.354733,True,Collie,0.177538,True,Border Collie,0.131706,True,16440,3238
853760880890318849,12,10,Alice,2017,4,17,0,None,Miniature Pinscher,0.29251900000000003,True,Chihuahua,0.120946,True,Rottweiler,0.11949,True,29014,5957
853639147608842240,13,10,None,2017,4,16,16,None,German Shepherd,0.509879,True,Malinois,0.237311,True,Kelpie,0.0469162,True,35359,10449
853299958564483072,13,10,Rumpole,2017,4,15,17,None,Grille,0.65228,False,Beach Wagon,0.112846,False,Convertible,0.0862523,False,15790,3682
852912242202992640,12,10,Benny,2017,4,14,15,None,Great Dane,0.7837649999999999,True,Rhodesian Ridgeback,0.114147,True,English Foxhound,0.0464395,True,9220,1895
852672615818899456,12,10,Aspen,2017,4,13,23,None,Golden Retriever,0.7112350000000001,True,Otterhound,0.0682347,True,Sussex Spaniel,0.0465617,True,15188,2231
852553447878664193,13,10,Jarod,2017,4,13,16,None,Bloodhound,0.186498,True,Brabancon Griffon,0.13902799999999998,True,Rottweiler,0.12594,True,16655,3630
852311364735569921,13,10,Wiggles,2017,4,13,0,None,Barbell,0.971581,False,Dumbbell,0.028417900000000006,False,Go-Kart,5.59504e-07,False,33723,10219
852226086759018497,14,10,General,2017,4,12,18,None,Prison,0.352793,False,Dishwasher,0.110723,False,File,0.094112,False,20386,7029
852189679701164033,12,10,Sailor,2017,4,12,16,None,Barrow,0.42315,False,Bernese Mountain Dog,0.415374,True,Entlebucher,0.0673454,True,11685,1640
851591660324737024,11,10,None,2017,4,11,0,None,Cardigan,0.394507,True,Chihuahua,0.077254,True,French Bulldog,0.07655880000000001,True,16549,3591
851464819735769094,14,10,Iggy,2017,4,10,16,None,Web Site,0.919649,False,Menu,0.0263061,False,Crossword Puzzle,0.00348151,False,24793,7351
851224888060895234,13,10,Snoop,2017,4,10,0,None,Car Mirror,0.971512,False,Seat Belt,0.00706346,False,Standard Poodle,0.00568265,True,21126,5937
850753642995093505,11,10,Kyle,2017,4,8,16,None,Pug,0.996952,True,Bull Mastiff,0.000995901,True,French Bulldog,0.00088338,True,31665,9632
850380195714523136,13,10,Leo,2017,4,7,16,None,Yorkshire Terrier,0.249012,True,Maltese Dog,0.166364,True,Shih-Tzu,0.142254,True,13376,2723
850145622816686080,11,10,Riley,2017,4,7,0,None,Tennis Ball,0.7147979999999999,False,Kelpie,0.10539,True,Malinois,0.058552699999999985,True,16724,3974
850019790995546112,12,10,Boomer,2017,4,6,16,Pupper,Shetland Sheepdog,0.759907,True,Collie,0.107405,True,Pembroke,0.052335300000000015,True,20946,5088
849776966551130114,12,10,None,2017,4,6,0,None,Chihuahua,0.292092,True,Toy Terrier,0.136852,True,Bonnet,0.103111,False,31212,7912
849412302885593088,12,10,Noosh,2017,4,5,0,None,Schipperke,0.907559,True,Crossword Puzzle,0.017933900000000003,False,Chihuahua,0.016190700000000002,True,16294,3273
849336543269576704,11,10,None,2017,4,4,19,None,Patio,0.521788,False,Prison,0.149544,False,Restaurant,0.0271526,False,11710,1965
849051919805034497,13,10,Kevin,2017,4,4,0,None,Fountain,0.997509,False,American Black Bear,0.00141312,False,Sundial,0.000681115,False,43531,8870
848690551926992896,12,10,None,2017,4,3,0,None,Flat-Coated Retriever,0.8236479999999999,True,Newfoundland,0.100571,True,Groenendael,0.0383097,True,25875,4499
848324959059550208,12,10,Odin,2017,4,2,0,None,Malamute,0.5445760000000001,True,Siberian Husky,0.290268,True,Eskimo Dog,0.154421,True,25427,4795
848212111729840128,6,10,Jerry,2017,4,1,16,None,Bedlington Terrier,0.333486,True,Ibizan Hound,0.245797,True,Wallaby,0.131647,False,16772,3204
